anime_id
23053
19151
32620
23201
27927
2236
880
30240
34577
4155
4382
7285
513
482
19653
19117
17074
2001
3457
270
22961
6127
31452
227
9539
431
2354
2489
16782
79
4975
32182
34738
9181
31240
13125
5341
31478
22319
690
3199
34086
2986
857
848
4618
149
20655
4650
246
10628
18277
3784
1145
13271
32438
20507
1722
34498
24439
320
15323
1916
2129
1172
1840
181
226
1074
24135
688
710
31552
16498
27387
853
11079
15487
14829
6566
31231
1013
27631
34368
4548
16592
31297
9926
28223
34240
442
4898
13601
5204
9790
32038
8876
11433
13349
1686
20545
10805
10119
27787
1555
1688
98
4472
10218
452
3791
23251
12115
28701
6862
32282
6880
126
2264
2164
18897
2966
886
1065
5781
6045
28297
317
16694
8311
1575
11061
9328
4355
3452
338
6890
963
694
1462
18753
35557
31980
31223
19951
23283
5155
8841
5802
1379
24227
2418
249
5355
2904
13599
5079
223
12611
3974
29
11553
2031
4985
34599
527
8424
9056
35267
15751
5530
2248
3848
3964
9310
3901
5682
28907
23755
33487
2142
1783
1293
30370
10798
32686
32901
30503
1606
6594
356
6512
6153
16
28675
6046
33354
24415
9611
4224
19775
33569
9253
29786
12049
1994
6922
15699
34173
14713
2205
30865
2847
450
5333
517
35828
35240
21653
3088
1804
376
21603
7627
10448
19945
36862
23199
25519
205
31540
465
31867
3438
1043
10165
25781
4280
12657
30123
34572
1860
2787
12189
8074
3470
101
31166
3299
37338
7588
597
35315
1312
30290
33378
1030
1889
579
1604
30745
25879
34012
236
837
6023
1023
4720
27989
813
481
5734
267
30484
11741
1723
1579
11757
2593
3449
9159
1858
3712
10187
532
6702
8516
173
2369
5307
58
13659
10793
845
35857
4970
33034
5114
3225
3057
2944
7728
1826
8538
14353
32961
33091
4189
31339
6954
16211
14467
12403
2873
11785
4081
2130
1094
6291
10110
4896
7662
2210
763
33047
1060
390
5600
5680
120
169
594
34312
28677
25055
2213
86
381
160
8425
18689
10408
14741
2251
28623
4454
2529
14513
6979
9331
18245
34525
437
2923
550
34966
14967
916
9120
73
3001
251
35712
4939
3092
10347
12149
4722
27441
15125
34051
8740
1571
12477
6030
164
35849
933
7785
16934
17651
4752
31580
2169
11917
8675
6115
1140
7559
30309
4804
1508
3559
2470
9366
1088
134
36156
22117
15451
15225
23735
30384
1225
9608
13587
150
25777
13359
429
5042
1968
1943
33589
6213
12565
15077
2263
18893
1004
16524
34420
11595
132
1659
1847
2417
24833
21845
269
6956
225
6864
33075
17265
34102
8795
259
419
32494
5039
26243
4163
18095
2476
20021
9062
21
512
199
228
1498
5715
3342
1602
12413
2167
30307
2252
464
4713
1773
9776
17247
1525
34034
37655
16023
2554
5667
2487
8514
11013
9130
6675
27775
3679
121
27829
10161
1567
153
34636
17741
34933
3111
1829
10495
3167
9063
182
32094
33726
793
91
23725
846
1535
3467
6151
460
330
24
9513
32870
24405
1996
22265
13331
12673
6171
34823
7805
1087
9617
4262
34106
566
127
3174
81
5568
14719
28891
3786
32951
33
24893
1276
9989
1122
5034
19023
1118
21329
7279
15417
25649
357
5072
14117
24703
12753
2026
287
31098
33489
31845
32485
12015
6460
323
34612
914
8726
412
530
30
6726
490
5081
21039
22847
31706
32383
2993
10620
8525
34934
33352
1051
6205
23225
1052
18
275
19315
21327
336
43
19051
19
18857
13053
14075
642
1913
25835
16169
9855
4800
918
20899
5681
114
851
154
758
5420
16706
23499
433
3354
30296
28035
35067
934
174
10162
15315
36563
4654
31173
8086
7695
245
30831
24705
618
790
1
5118
31988
36548
31964
47
2119
753
7647
1772
7674
20853
6117
17082
45
3841
670
11739
13585
656
5774
691
18099
9587
33475
4028
6500
1556
10391
5957
35507
8651
10897
21995
4214
1965
10155
6707
6201
14811
1559
5415
32086
2680
9515
10396
17843
30711
16512
2899
30383
1050
28851
193
20583
31804
9479
762
11499
10906
14583
46
1815
7458
13759
7769
23627
5310
883
3079
3750
24277
36043
31927
4181
31790
943
6713
9379
44
2336
24629
3782
8577
9736
36475
16910
8476
4832
8937
35347
2124
34019
31621
12031
25241
21415
652
396
15583
7103
721
