anime_id,image_url
33337,https://myanimelist.cdn-dena.com/images/anime/3/83776.jpg
1396,https://myanimelist.cdn-dena.com/images/anime/3/4090.jpg
23855,https://myanimelist.cdn-dena.com/images/anime/2/61707.jpg
2687,https://myanimelist.cdn-dena.com/images/anime/7/53219.jpg
29543,https://myanimelist.cdn-dena.com/images/anime/5/70985.jpg
34350,https://myanimelist.cdn-dena.com/images/anime/2/84598.jpg
36982,https://myanimelist.cdn-dena.com/images/anime/7/89947.jpg
534,https://myanimelist.cdn-dena.com/images/anime/6/19870.jpg
32032,https://myanimelist.cdn-dena.com/images/anime/3/85255.jpg
30694,https://myanimelist.cdn-dena.com/images/anime/7/74606.jpg
19889,https://myanimelist.cdn-dena.com/images/anime/3/54119.jpg
988,https://myanimelist.cdn-dena.com/images/anime/13/78564.jpg
29389,https://myanimelist.cdn-dena.com/images/anime/12/70649.jpg
14355,https://myanimelist.cdn-dena.com/images/anime/7/75525.jpg
11827,https://myanimelist.cdn-dena.com/images/anime/7/33059.jpg
35240,https://myanimelist.cdn-dena.com/images/anime/7/86768.jpg
10197,https://myanimelist.cdn-dena.com/images/anime/11/46147.jpg
15279,https://myanimelist.cdn-dena.com/images/anime/13/41237.jpg
1587,https://myanimelist.cdn-dena.com/images/anime/11/4452.jpg
32621,https://myanimelist.cdn-dena.com/images/anime/11/78315.jpg
10588,https://myanimelist.cdn-dena.com/images/anime/4/29107.jpg
6922,https://myanimelist.cdn-dena.com/images/anime/9/80350.jpg
17649,https://myanimelist.cdn-dena.com/images/anime/11/47101.jpg
35781,https://myanimelist.cdn-dena.com/images/anime/10/87282.jpg
33600,https://myanimelist.cdn-dena.com/images/anime/7/83529.jpg
3254,https://myanimelist.cdn-dena.com/images/anime/2/5153.jpg
4851,https://myanimelist.cdn-dena.com/images/anime/5/27609.jpg
35759,https://myanimelist.cdn-dena.com/images/anime/6/86315.jpg
10627,https://myanimelist.cdn-dena.com/images/anime/11/73794.jpg
15211,https://myanimelist.cdn-dena.com/images/anime/10/42143.jpg
13965,https://myanimelist.cdn-dena.com/images/anime/5/38655.jpg
6702,https://myanimelist.cdn-dena.com/images/anime/5/18179.jpg
34975,https://myanimelist.cdn-dena.com/images/anime/12/85994.jpg
18071,https://myanimelist.cdn-dena.com/images/anime/11/48001.jpg
19841,https://myanimelist.cdn-dena.com/images/anime/2/53807.jpg
24641,https://myanimelist.cdn-dena.com/images/anime/4/63429.jpg
24021,https://myanimelist.cdn-dena.com/images/anime/9/63419.jpg
4480,https://myanimelist.cdn-dena.com/images/anime/10/26192.jpg
37223,https://myanimelist.cdn-dena.com/images/anime/1963/92710.jpg
5199,https://myanimelist.cdn-dena.com/images/anime/13/22428.jpg
22225,https://myanimelist.cdn-dena.com/images/anime/2/64445.jpg
9442,https://myanimelist.cdn-dena.com/images/anime/4/59741.jpg
33274,https://myanimelist.cdn-dena.com/images/anime/2/79963.jpg
32484,https://myanimelist.cdn-dena.com/images/anime/4/78826.jpg
35138,https://myanimelist.cdn-dena.com/images/anime/4/84741.jpg
146,https://myanimelist.cdn-dena.com/images/anime/10/21035.jpg
21267,https://myanimelist.cdn-dena.com/images/anime/12/75228.jpg
36289,https://myanimelist.cdn-dena.com/images/anime/1369/91721.jpg
221,https://myanimelist.cdn-dena.com/images/anime/6/37391.jpg
9546,https://myanimelist.cdn-dena.com/images/anime/8/26442.jpg
1483,https://myanimelist.cdn-dena.com/images/anime/10/2817.jpg
2343,https://myanimelist.cdn-dena.com/images/anime/13/6035.jpg
32518,https://myanimelist.cdn-dena.com/images/anime/11/78059.jpg
1640,https://myanimelist.cdn-dena.com/images/anime/1/1640.jpg
35314,https://myanimelist.cdn-dena.com/images/anime/6/89687.jpg
34476,https://myanimelist.cdn-dena.com/images/anime/8/83126.jpg
7082,https://myanimelist.cdn-dena.com/images/anime/6/17170.jpg
35952,https://myanimelist.cdn-dena.com/images/anime/10/86910.jpg
10521,https://myanimelist.cdn-dena.com/images/anime/3/75263.jpg
3335,https://myanimelist.cdn-dena.com/images/anime/2/22741.jpg
3540,https://myanimelist.cdn-dena.com/images/anime/11/5934.jpg
8879,https://myanimelist.cdn-dena.com/images/anime/5/24629.jpg
5993,https://myanimelist.cdn-dena.com/images/anime/6/33327.jpg
22493,https://myanimelist.cdn-dena.com/images/anime/11/58711.jpg
2710,https://myanimelist.cdn-dena.com/images/anime/10/3649.jpg
594,https://myanimelist.cdn-dena.com/images/anime/11/20921.jpg
23229,https://myanimelist.cdn-dena.com/images/anime/4/60627.jpg
2520,https://myanimelist.cdn-dena.com/images/anime/13/24380.jpg
20087,https://myanimelist.cdn-dena.com/images/anime/3/53535.jpg
34779,https://myanimelist.cdn-dena.com/images/anime/8/83910.jpg
4130,https://myanimelist.cdn-dena.com/images/anime/10/7593.jpg
1479,https://myanimelist.cdn-dena.com/images/anime/1920/92378.jpg
27727,https://myanimelist.cdn-dena.com/images/anime/10/68451.jpg
25461,https://myanimelist.cdn-dena.com/images/anime/9/64973.jpg
16780,https://myanimelist.cdn-dena.com/images/anime/12/45244.jpg
2617,https://myanimelist.cdn-dena.com/images/anime/6/75924.jpg
33094,https://myanimelist.cdn-dena.com/images/anime/11/82287.jpg
31309,https://myanimelist.cdn-dena.com/images/anime/11/75303.jpg
33808,https://myanimelist.cdn-dena.com/images/anime/8/82065.jpg
23765,https://myanimelist.cdn-dena.com/images/anime/10/61537.jpg
8373,https://myanimelist.cdn-dena.com/images/anime/10/22043.jpg
209,https://myanimelist.cdn-dena.com/images/anime/3/73350.jpg
33358,https://myanimelist.cdn-dena.com/images/anime/5/80148.jpg
30065,https://myanimelist.cdn-dena.com/images/anime/6/72050.jpg
19669,https://myanimelist.cdn-dena.com/images/anime/12/55501.jpg
30721,https://myanimelist.cdn-dena.com/images/anime/6/75751.jpg
28369,https://myanimelist.cdn-dena.com/images/anime/13/68505.jpg
10823,https://myanimelist.cdn-dena.com/images/anime/6/29891.jpg
9509,https://myanimelist.cdn-dena.com/images/anime/8/26389.jpg
13047,https://myanimelist.cdn-dena.com/images/anime/4/36639.jpg
2689,https://myanimelist.cdn-dena.com/images/anime/5/28508.jpg
16163,https://myanimelist.cdn-dena.com/images/anime/2/43533.jpg
24073,https://myanimelist.cdn-dena.com/images/anime/10/67205.jpg
27849,https://myanimelist.cdn-dena.com/images/anime/10/67465.jpg
7953,https://myanimelist.cdn-dena.com/images/anime/12/19470.jpg
3844,https://myanimelist.cdn-dena.com/images/anime/5/78281.jpg
31699,https://myanimelist.cdn-dena.com/images/anime/2/76387.jpg
7593,https://myanimelist.cdn-dena.com/images/anime/3/25518.jpg
35935,https://myanimelist.cdn-dena.com/images/anime/10/86847.jpg
8897,https://myanimelist.cdn-dena.com/images/anime/9/24675.jpg
7411,https://myanimelist.cdn-dena.com/images/anime/2/17720.jpg
30450,https://myanimelist.cdn-dena.com/images/anime/13/72853.jpg
34859,https://myanimelist.cdn-dena.com/images/anime/6/84139.jpg
5154,https://myanimelist.cdn-dena.com/images/anime/8/10170.jpg
35139,https://myanimelist.cdn-dena.com/images/anime/8/84745.jpg
1388,https://myanimelist.cdn-dena.com/images/anime/10/44273.jpg
22,https://myanimelist.cdn-dena.com/images/anime/6/21624.jpg
2953,https://myanimelist.cdn-dena.com/images/anime/6/68979.jpg
32219,https://myanimelist.cdn-dena.com/images/anime/4/77367.jpg
1016,https://myanimelist.cdn-dena.com/images/anime/11/41257.jpg
35505,https://myanimelist.cdn-dena.com/images/anime/6/85581.jpg
6822,https://myanimelist.cdn-dena.com/images/anime/2/21982.jpg
2051,https://myanimelist.cdn-dena.com/images/anime/7/41071.jpg
5943,https://myanimelist.cdn-dena.com/images/anime/3/15747.jpg
11583,https://myanimelist.cdn-dena.com/images/anime/3/32325.jpg
7155,https://myanimelist.cdn-dena.com/images/anime/11/16823.jpg
34943,https://myanimelist.cdn-dena.com/images/anime/3/84343.jpg
34430,https://myanimelist.cdn-dena.com/images/anime/2/83919.jpg
9627,https://myanimelist.cdn-dena.com/images/anime/11/26662.jpg
12563,https://myanimelist.cdn-dena.com/images/anime/10/70431.jpg
36398,https://myanimelist.cdn-dena.com/images/anime/8/87822.jpg
6727,https://myanimelist.cdn-dena.com/images/anime/3/61425.jpg
22495,https://myanimelist.cdn-dena.com/images/anime/7/58713.jpg
7745,https://myanimelist.cdn-dena.com/images/anime/9/25283.jpg
8671,https://myanimelist.cdn-dena.com/images/anime/12/23872.jpg
10824,https://myanimelist.cdn-dena.com/images/anime/10/29887.jpg
34692,https://myanimelist.cdn-dena.com/images/anime/7/83668.jpg
24999,https://myanimelist.cdn-dena.com/images/anime/12/64039.jpg
